From	To
P54936	WBGene00002991
P55112	WBGene00003523
P55113	WBGene00003526
P55163	WBGene00001580
P55216	WBGene00022856
P55326	WBGene00008745
P55853	WBGene00004888
P55954	WBGene00012553
P58798	WBGene00000204
P61228	WBGene00015353
P61866	WBGene00004424
P62784	WBGene00001920
P62784	WBGene00001911
P62784	WBGene00001924
P62784	WBGene00001905
P62784	WBGene00001938
P62784	WBGene00001879
P62784	WBGene00001930
P62784	WBGene00001934
P62784	WBGene00001912
P62784	WBGene00001892
P62784	WBGene00001902
P62784	WBGene00001875
P62784	WBGene00001941
P62784	WBGene00001900
P62784	WBGene00001884
P62784	WBGene00001888
P80361	WBGene00004090
P81299	WBGene00000383
P83351	WBGene00019305
P83386	WBGene00017909
P83387	WBGene00018527
P83388	WBGene00020556
P84199	WBGene00017033
P90731	WBGene00007150
P90735	WBGene00001137
P90740	WBGene00015310
P90746	WBGene00007513
P90747	WBGene00007514
P90754	WBGene00007753
P90755	WBGene00007755
P90757	WBGene00000490
P90770	WBGene00007912
P90783	WBGene00008338
P90785	WBGene00008407
P90786	WBGene00004178
P90787	WBGene00008411
P90788	WBGene00008412
P90789	WBGene00008414
P90793	WBGene00008418
P90794	WBGene00008419
P90795	WBGene00012031
P90815	WBGene00017238
P90829	WBGene00008645
P90830	WBGene00008646
P90831	WBGene00001095
P90838	WBGene00008877
P90839	WBGene00008876
P90841	WBGene00008990
P90849	WBGene00000371
P90850	WBGene00009158
P90858	WBGene00003569
P90859	WBGene00009164
P90861	WBGene00009455
P90866	WBGene00000409
P90867	WBGene00009565
P90868	WBGene00003953
P90893	WBGene00018984
P90900	WBGene00002052
P90901	WBGene00002050
P90904	WBGene00010500
P90910	WBGene00010610
P90914	WBGene00010615
P90916	WBGene00003036
P90919	WBGene00010620
P90921	WBGene00000209
P90922	WBGene00010622
P90925	WBGene00000240
P90931	WBGene00010857
P90933	WBGene00010858
P90947	WBGene00001978
P90953	WBGene00011327
P90961	WBGene00020246
P90970	WBGene00011975
P90978	WBGene00006697
P90980	WBGene00004033
P90983	WBGene00004498
P90989	WBGene00015189
P90990	WBGene00015194
P90992	WBGene00015186
P90994	WBGene00015184
P91001	WBGene00000817
P91014	WBGene00001022
P91021	WBGene00015564
P91037	WBGene00015694
P91038	WBGene00015693
P91039	WBGene00015692
P91040	WBGene00015697
P91079	WBGene00016020
P91093	WBGene00000761
P91124	WBGene00004368
P91125	WBGene00016323
P91127	WBGene00016321
P91128	WBGene00004425
P91129	WBGene00004217
P91130	WBGene00016325
P91133	WBGene00016326
P91134	WBGene00016509
P91136	WBGene00016508
P91143	WBGene00016506
P91148	WBGene00003584
P91149	WBGene00016606
P91151	WBGene00016608
P91154	WBGene00016607
P91155	WBGene00000382
P91167	WBGene00016729
P91175	WBGene00016837
P91189	WBGene00001025
P91193	WBGene00017066
P91198	WBGene00017064
P91203	WBGene00017174
P91240	WBGene00017245
P91243	WBGene00001027
P91250	WBGene00000649
P91262	WBGene00017574
P91266	WBGene00017673
P91274	WBGene00000634
P91277	WBGene00017816
P91280	WBGene00017855
P91285	WBGene00001067
P91292	WBGene00018105
P91301	WBGene00006456
P91302	WBGene00006726
P91303	WBGene00006919
P91306	WBGene00000473
P91309	WBGene00018508
P91318	WBGene00018762
P91321	WBGene00018758
P91340	WBGene00018890
P91341	WBGene00018891
P91343	WBGene00018893
P91346	WBGene00004224
P91348	WBGene00018897
P91351	WBGene00018909
P91353	WBGene00019076
P91354	WBGene00019077
P91359	WBGene00019074
P91373	WBGene00019664
P91374	WBGene00004427
P91375	WBGene00019658
P91400	WBGene00002225
P91401	WBGene00019711
P91402	WBGene00019710
P91404	WBGene00019993
P91406	WBGene00020082
P91408	WBGene00020139
P91424	WBGene00020189
P91425	WBGene00020190
P91427	WBGene00020185
P91428	WBGene00000764
P91429	WBGene00020191
P91430	WBGene00020184
P91437	WBGene00020320
P91443	WBGene00002039
P91454	WBGene00001039
P91455	WBGene00020557
P91468	WBGene00020613
P91469	WBGene00020612
P91477	WBGene00003950
P91478	WBGene00020625
P91484	WBGene00020655
P91487	WBGene00020712
P91494	WBGene00020742
P91495	WBGene00003798
P91500	WBGene00020842
P91502	WBGene00020839
P91505	WBGene00001771
P91508	WBGene00020875
P91529	WBGene00021112
P91555	WBGene00022570
P91556	WBGene00022569
P91557	WBGene00022568
P91558	WBGene00022567
P91559	WBGene00022566
P91560	WBGene00022565
P91561	WBGene00022572
P91563	WBGene00022573
P91564	WBGene00022574
P91851	WBGene00009176
P91855	WBGene00009174
P91856	WBGene00009177
P91857	WBGene00004268
P91859	WBGene00009306
P91862	WBGene00009305
P91867	WBGene00009341
P91869	WBGene00007026
P91871	WBGene00009342
P91910	WBGene00003175
P91913	WBGene00004409
P91914	WBGene00004441
P91917	WBGene00012344
P91982	WBGene00008220
P91988	WBGene00009138
P91989	WBGene00009139
P92004	WBGene00010867
P92006	WBGene00001554
P92022	WBGene00001808
P92172	WBGene00000903
P92186	WBGene00003014
P92199	WBGene00002694
Q02328	WBGene00022717
Q02330	WBGene00004856
Q02331	WBGene00022718
Q02332	WBGene00022719
Q03206	WBGene00000424
Q03560	WBGene00007184
Q03563	WBGene00004980
Q03565	WBGene00000235
Q03567	WBGene00008000
Q03570	WBGene00004343
Q03577	WBGene00001094
Q03598	WBGene00008041
Q03600	WBGene00002081
Q03601	WBGene00003597
Q03603	WBGene00000960
Q03604	WBGene00004391
Q03606	WBGene00011962
Q03609	WBGene00013847
Q03611	WBGene00006526
Q03614	WBGene00000934
Q03615	WBGene00011964
Q04833	WBGene00003071
Q04907	WBGene00016249
Q04908	WBGene00004460
Q05036	WBGene00016250
Q05062	WBGene00000390
Q06561	WBGene00006787
Q067Y1	WBGene00006490
Q07292	WBGene00003030
Q07750	WBGene00006794
Q09214	WBGene00015204
Q09216	WBGene00015206
Q09217	WBGene00015207
Q09226	WBGene00007435
Q09227	WBGene00007436
Q09228	WBGene00001194
Q09232	WBGene00015648
Q09233	WBGene00000655
Q09235	WBGene00015733
Q09236	WBGene00015734
Q09242	WBGene00016192
Q09248	WBGene00001018
Q09250	WBGene00007625
Q09251	WBGene00007626
Q09252	WBGene00007627
Q09253	WBGene00006448
Q09254	WBGene00007630
Q09263	WBGene00016311
Q09265	WBGene00016313
Q09266	WBGene00016314
Q09269	WBGene00007923
Q09274	WBGene00006832
Q09289	WBGene00016981
Q09292	WBGene00008348
Q09296	WBGene00017136
Q09297	WBGene00003583
Q09298	WBGene00017137
Q09305	WBGene00008639
Q09306	WBGene00006655
Q09309	WBGene00017683
Q09316	WBGene00017776
Q09320	WBGene00018226
Q09322	WBGene00009627
Q09341	WBGene00020924
Q09345	WBGene00020092
Q09349	WBGene00006734
Q09350	WBGene00011645
Q09357	WBGene00014228
Q09363	WBGene00005026
Q09369	WBGene00000178
Q09374	WBGene00022673
Q09384	WBGene00014170
Q09385	WBGene00019402
Q09387	WBGene00019944
Q09390	WBGene00001972
Q09397	WBGene00018613
Q09406	WBGene00019427
Q09408	WBGene00019628
Q09409	WBGene00019629
Q09413	WBGene00010990
Q09415	WBGene00011068
Q09417	WBGene00011071
Q09422	WBGene00019941
Q09433	WBGene00015062
Q09437	WBGene00015203
Q09438	WBGene00015064
Q09441	WBGene00007433
Q09442	WBGene00004723
Q09443	WBGene00007434
Q09444	WBGene00006724
Q09445	WBGene00015410
Q09450	WBGene00007330
Q09454	WBGene00007488
Q09455	WBGene00000616
Q09456	WBGene00000656
Q09457	WBGene00000251
Q09459	WBGene00007490
Q09460	WBGene00015735
Q09461	WBGene00007622
Q09462	WBGene00007623
Q09463	WBGene00004381
Q09464	WBGene00007628
Q09466	WBGene00007631
Q09473	WBGene00016195
Q09474	WBGene00016201
Q09475	WBGene00016194
Q09476	WBGene00016197
Q09477	WBGene00016200
Q09482	WBGene00016002
Q09485	WBGene00004507
Q09488	WBGene00004860
Q09490	WBGene00002980
Q09496	WBGene00007922
Q09497	WBGene00007924
Q09499	WBGene00002147
Q09500	WBGene00008052
Q09504	WBGene00016674
Q09506	WBGene00016678
Q09508	WBGene00015391
Q09509	WBGene00017777
Q09510	WBGene00003372
Q09511	WBGene00004701
Q09512	WBGene00008405
Q09517	WBGene00002891
Q09518	WBGene00016983
Q09522	WBGene00008455
Q09523	WBGene00008456
Q09524	WBGene00006473
Q09526	WBGene00008457
Q09530	WBGene00003393
Q09531	WBGene00017217
Q09533	WBGene00004421
Q09535	WBGene00008641
Q09537	WBGene00001708
Q09541	WBGene00017686
Q09543	WBGene00003901
Q09544	WBGene00019061
Q09545	WBGene00006433
Q09555	WBGene00000914
Q09564	WBGene00009647
Q09568	WBGene00018612
Q09578	WBGene00000651
Q09580	WBGene00010912
Q09581	WBGene00002266
Q09582	WBGene00010988
Q09583	WBGene00003928
Q09584	WBGene00004390
Q09589	WBGene00019627
Q09590	WBGene00001262
Q09591	WBGene00003367
Q09600	WBGene00011067
Q09603	WBGene00001153
Q09604	WBGene00006881
Q09605	WBGene00002270
Q09610	WBGene00002271
Q09614	WBGene00004208
Q09615	WBGene00014066
Q09618	WBGene00014128
Q09622	WBGene00014165
Q09630	WBGene00003232
Q09639	WBGene00001709
Q09641	WBGene00013919
Q09643	WBGene00013920
Q09644	WBGene00014227
Q09645	WBGene00014230
Q09646	WBGene00044072
Q09649	WBGene00001510
Q09651	WBGene00014250
Q09652	WBGene00014251
Q09653	WBGene00014254
Q09654	WBGene00000180
Q09655	WBGene00014256
Q09660	WBGene00000375
Q09931	WBGene00010502
Q09958	WBGene00015941
Q09969	WBGene00015776
Q09973	WBGene00015915
Q09974	WBGene00015916
Q09979	WBGene00000970
Q09990	WBGene00003009
Q09993	WBGene00019607
Q09995	WBGene00011791
Q09996	WBGene00003073
Q09EE9	WBGene00012164
Q0G819	WBGene00006527
Q0G840	WBGene00010911
Q0G841	WBGene00044924
Q0PDK5	WBGene00044903
Q10000	WBGene00020096
Q10003	WBGene00011511
Q10007	WBGene00001952
Q10010	WBGene00020562
Q10013	WBGene00004916
Q10024	WBGene00019428
Q10038	WBGene00006923
Q10039	WBGene00001744
Q10040	WBGene00016185
Q10044	WBGene00011554
Q10045	WBGene00006785
Q10050	WBGene00020422
Q10051	WBGene00020423
Q10120	WBGene00003035
Q10121	WBGene00016011
Q10122	WBGene00018672
Q10123	WBGene00018674
Q10129	WBGene00018961
Q10453	WBGene00001945
Q10454	WBGene00018519
Q10457	WBGene00015116
Q10462	WBGene00000283
Q10574	WBGene00003018
Q10576	WBGene00001077
Q10578	WBGene00016140
Q10580	WBGene00006359
Q10651	WBGene00000149
Q10653	WBGene00000865
Q10656	WBGene00001184
Q10657	WBGene00006601
Q10658	WBGene00006843
Q10660	WBGene00001050
Q10664	WBGene00003186
Q10666	WBGene00004077
Q10669	WBGene00006349
Q10901	WBGene00001620
Q10914	WBGene00001613
Q10920	WBGene00016623
Q10923	WBGene00003825
Q10924	WBGene00001438
Q10925	WBGene00002207
Q10929	WBGene00015146
Q10931	WBGene00002982
Q10943	WBGene00000182
Q10944	WBGene00015161
Q10946	WBGene00015156
Q10949	WBGene00015159
Q10950	WBGene00015160
Q10954	WBGene00015143
Q10955	WBGene00004348
Q10956	WBGene00015148
Q11067	WBGene00015168
Q11068	WBGene00001638
Q11069	WBGene00015177
Q11073	WBGene00015181
Q11080	WBGene00006479
Q11090	WBGene00015293
Q11094	WBGene00001953
Q11102	WBGene00015356
Q11174	WBGene00000503
Q11176	WBGene00006810
Q11179	WBGene00015478
Q11180	WBGene00015479
Q11182	WBGene00006516
Q11183	WBGene00006515
Q11185	WBGene00015483
Q11186	WBGene00015484
Q11187	WBGene00015485
Q11188	WBGene00015486
Q11189	WBGene00015487
Q11190	WBGene00002855
Q14V35	WBGene00011563
Q17330	WBGene00004889
Q17335	WBGene00019240
Q17336	WBGene00002957
Q17345	WBGene00000369
Q17348	WBGene00004914
Q17353	WBGene00003918
Q17361	WBGene00006856
Q17383	WBGene00002036
Q17388	WBGene00001414
Q17389	WBGene00000836
Q17390	WBGene00000837
Q17391	WBGene00000838
Q17402	WBGene00000724
Q17403	WBGene00007072
Q17404	WBGene00007073
Q17413	WBGene00007089
Q17417	WBGene00000722
Q17418	WBGene00000723
Q17423	WBGene00000491
Q17424	WBGene00007099
Q17425	WBGene00007100
Q17426	WBGene00007101
Q17427	WBGene00001646
Q17428	WBGene00007102
Q17430	WBGene00007111
Q17431	WBGene00007110
Q17432	WBGene00007106
Q17433	WBGene00001020
Q17435	WBGene00007107
Q17438	WBGene00001019
Q17440	WBGene00007114
Q17446	WBGene00004055
Q17447	WBGene00015048
Q17449	WBGene00015047
Q17450	WBGene00015050
Q17452	WBGene00015052
Q17454	WBGene00015054
Q17455	WBGene00015055
Q17458	WBGene00000717
Q17459	WBGene00000718
Q17460	WBGene00000599
Q17461	WBGene00007117
Q17474	WBGene00007143
Q17476	WBGene00007144
Q17477	WBGene00007145
Q17478	WBGene00007146
Q17490	WBGene00006780
Q17491	WBGene00007167
Q17498	WBGene00007174
Q17499	WBGene00007175
Q17510	WBGene00007190
Q17514	WBGene00007194
Q17515	WBGene00007189
Q17522	WBGene00015216
Q17525	WBGene00015217
Q17527	WBGene00007202
Q17528	WBGene00007203
Q17529	WBGene00007204
Q17533	WBGene00007201
Q17539	WBGene00015282
Q17540	WBGene00015283
Q17549	WBGene00006467
Q17551	WBGene00004457
Q17553	WBGene00015299
Q17555	WBGene00015301
Q17556	WBGene00015298
Q17557	WBGene00015297
Q17558	WBGene00015296
Q17561	WBGene00000120
Q17567	WBGene00004179
Q17569	WBGene00015308
Q17571	WBGene00000170
Q17573	WBGene00007226
Q17574	WBGene00006510
Q17581	WBGene00007256
Q17582	WBGene00000637
Q17592	WBGene00015359
Q17593	WBGene00015360
Q17595	WBGene00001127
Q17596	WBGene00007268
Q17598	WBGene00007267
Q17602	WBGene00003800
Q17603	WBGene00007277
Q17606	WBGene00004437
Q17607	WBGene00000466
Q17632	WBGene00001001
Q17635	WBGene00003576
Q17636	WBGene00015454
Q17661	WBGene00007339
Q17667	WBGene00015492
Q17675	WBGene00007347
Q17677	WBGene00007349
Q17678	WBGene00007351
Q17684	WBGene00007355
Q17687	WBGene00015508
Q17693	WBGene00015512
Q17694	WBGene00015513
Q17703	WBGene00007363
Q17704	WBGene00007364
Q17724	WBGene00015535
Q17726	WBGene00015532
Q17745	WBGene00015553
Q17749	WBGene00015554
Q17750	WBGene00015555
Q17754	WBGene00006572
Q17757	WBGene00007384
Q17758	WBGene00003876
Q17761	WBGene00012015
Q17764	WBGene00007386
Q17765	WBGene00007387
Q17766	WBGene00007388
Q17770	WBGene00003963
Q17777	WBGene00007409
Q17784	WBGene00007412
Q17790	WBGene00007419
Q17796	WBGene00004101
Q17800	WBGene00006620
Q17819	WBGene00007429
Q17820	WBGene00000142
Q17824	WBGene00015592
Q17827	WBGene00007443
Q17828	WBGene00007444
Q17832	WBGene00007463
Q17846	WBGene00015623
Q17848	WBGene00002146
Q17849	WBGene00002023
Q17850	WBGene00003911
Q17860	WBGene00000958
Q17868	WBGene00001051
Q17880	WBGene00003831
Q17886	WBGene00007500
Q17894	WBGene00015662
Q17898	WBGene00007507
Q17899	WBGene00007508
Q17900	WBGene00007509
Q17911	WBGene00007529
Q17912	WBGene00007528
Q17936	WBGene00007534
Q17939	WBGene00000721
Q17941	WBGene00000102
Q17949	WBGene00007555
Q17957	WBGene00006397
Q17958	WBGene00007561
Q17963	WBGene00006474
Q17971	WBGene00007588
Q17974	WBGene00007587
Q17989	WBGene00015779
Q17994	WBGene00015778
Q18000	WBGene00007595
Q18006	WBGene00015783
Q18014	WBGene00015793
Q18024	WBGene00015801
Q18025	WBGene00015800
Q18026	WBGene00015802
Q18028	WBGene00004193
Q18031	WBGene00003778
Q18033	WBGene00015813
Q18034	WBGene00007048
Q18035	WBGene00015811
Q18036	WBGene00015810
Q18037	WBGene00015809
Q18038	WBGene00002850
Q18040	WBGene00015814
Q18046	WBGene00015866
Q18048	WBGene00015865
Q18071	WBGene00015942
Q18075	WBGene00015955
Q18090	WBGene00007686
Q18093	WBGene00007683
Q18099	WBGene00015978
Q18106	WBGene00016005
Q18115	WBGene00004459
Q18122	WBGene00016034
Q18164	WBGene00016103
Q18169	WBGene00007730
Q18183	WBGene00016117
Q18186	WBGene00016113
Q18187	WBGene00016112
Q18194	WBGene00016124
Q18195	WBGene00016128
Q18208	WBGene00007740
Q18211	WBGene00004304
Q18212	WBGene00001840
Q18213	WBGene00007744
Q18214	WBGene00007745
Q18217	WBGene00006735
Q18218	WBGene00016144
Q18221	WBGene00004782
Q18223	WBGene00001499
Q18224	WBGene00016139
Q18237	WBGene00016151
Q18239	WBGene00001102
Q18240	WBGene00005007
Q18241	WBGene00007761
Q18246	WBGene00004307
Q18248	WBGene00007776
Q18250	WBGene00007772
Q18253	WBGene00001055
Q18257	WBGene00016166
Q18258	WBGene00016167
Q18263	WBGene00016165
Q18264	WBGene00016170
Q18265	WBGene00016173
Q18268	WBGene00003966
Q18273	WBGene00000463
Q18276	WBGene00004995
Q18279	WBGene00004993
Q18286	WBGene00016188
Q18289	WBGene00016189
Q18297	WBGene00007801
Q18302	WBGene00000699
Q18303	WBGene00007808
Q18315	WBGene00016235
Q18316	WBGene00004680
Q18318	WBGene00016245
Q18319	WBGene00016244
Q18357	WBGene00007882
Q18359	WBGene00007880
Q18361	WBGene00007885
Q18386	WBGene00016352
Q18390	WBGene00016358
Q18403	WBGene00016374
Q18405	WBGene00016375
Q18406	WBGene00016376
Q18407	WBGene00044326
Q18409	WBGene00004703
Q18411	WBGene00016380
Q18418	WBGene00016383
Q18421	WBGene00007927
Q18425	WBGene00007918
Q18426	WBGene00004194
Q18429	WBGene00007917
Q18438	WBGene00016406
Q18439	WBGene00003527
Q18445	WBGene00000888
Q18449	WBGene00016400
Q18450	WBGene00000687
Q18453	WBGene00004682
Q18470	WBGene00007946
Q18476	WBGene00007952
Q18477	WBGene00007953
Q18480	WBGene00000748
Q18484	WBGene00016446
Q18485	WBGene00016442
Q18486	WBGene00000767
Q18488	WBGene00016440
Q18489	WBGene00016448
Q18492	WBGene00016450
Q18493	WBGene00007965
Q18494	WBGene00007966
Q18496	WBGene00007969
Q18500	WBGene00007982
Q18501	WBGene00007983
Q18508	WBGene00003210
Q18510	WBGene00000193
Q18511	WBGene00008008
Q18515	WBGene00008019
Q18533	WBGene00003377
Q18536	WBGene00000706
Q18537	WBGene00000705
Q18538	WBGene00008028
Q18539	WBGene00008029
Q18540	WBGene00008030
Q18543	WBGene00008027
Q18545	WBGene00008033
Q18547	WBGene00004339
Q18566	WBGene00004411
Q18580	WBGene00006862
Q18581	WBGene00000039
Q18585	WBGene00016620
Q18587	WBGene00016616
Q18590	WBGene00001959
Q18593	WBGene00016626
Q18596	WBGene00016629
Q18597	WBGene00004058
Q18598	WBGene00004059
Q18602	WBGene00008078
Q18607	WBGene00016642
Q18610	WBGene00016644
Q18620	WBGene00000753
Q18625	WBGene00002267
Q18629	WBGene00008097
Q18639	WBGene00000981
Q18660	WBGene00016716
Q18668	WBGene00008136
Q18673	WBGene00013926
Q18674	WBGene00008151
Q18677	WBGene00000964
Q18678	WBGene00005663
Q18679	WBGene00008148
Q18680	WBGene00008149
Q18685	WBGene00006836
Q18688	WBGene00000915
Q18691	WBGene00008143
Q18694	WBGene00006853
Q18695	WBGene00008165
Q18701	WBGene00016747
Q18705	WBGene00016769
Q18724	WBGene00008224
Q18726	WBGene00008225
Q18746	WBGene00008236
Q18758	WBGene00016848
Q18766	WBGene00008248
Q18767	WBGene00008251
Q18768	WBGene00008247
Q18769	WBGene00008250
Q18770	WBGene00008249
Q18771	WBGene00008252
Q18775	WBGene00016872
Q18776	WBGene00016871
Q18779	WBGene00005025
Q18780	WBGene00016889
Q18785	WBGene00003235
Q18786	WBGene00004917
Q18787	WBGene00004501
Q18788	WBGene00008258
Q18797	WBGene00008273
Q18798	WBGene00008274
Q18799	WBGene00000693
Q18801	WBGene00000266
Q18803	WBGene00000210
Q18821	WBGene00016912
Q18822	WBGene00000116
Q18823	WBGene00016913
Q18841	WBGene00004337
Q18846	WBGene00008311
Q18852	WBGene00008317
Q18853	WBGene00000869
Q18859	WBGene00016935
Q18861	WBGene00016937
Q18864	WBGene00004788
Q18869	WBGene00016951
Q18874	WBGene00008345
Q18885	WBGene00002045
Q18886	WBGene00016961
Q18887	WBGene00016965
Q18888	WBGene00016966
Q18891	WBGene00016960
Q18892	WBGene00016968
Q18905	WBGene00000480
Q18914	WBGene00017013
Q18916	WBGene00017012
Q18917	WBGene00017014
Q18919	WBGene00005006
Q18921	WBGene00017016
Q18924	WBGene00006309
Q18931	WBGene00006703
Q18932	WBGene00000280
Q18934	WBGene00008364
Q18936	WBGene00008366
Q18938	WBGene00001790
Q18942	WBGene00008380
Q18946	WBGene00008375
Q18948	WBGene00008370
Q18949	WBGene00008371
Q18953	WBGene00008379
Q18964	WBGene00008402
Q18965	WBGene00001134
Q18966	WBGene00008404
Q18967	WBGene00001229
Q18968	WBGene00004744
Q18969	WBGene00004286
Q18974	WBGene00017051
Q18983	WBGene00008422
Q18986	WBGene00008425
Q18988	WBGene00008424
Q18989	WBGene00008426
Q18990	WBGene00004259
Q18991	WBGene00008427
Q18993	WBGene00008431
Q18994	WBGene00008428
Q18997	WBGene00008433
Q18999	WBGene00004207
Q19000	WBGene00001522
Q19004	WBGene00017071
Q19007	WBGene00017075
Q19013	WBGene00008435
Q19019	WBGene00004829
Q19020	WBGene00000962
Q19038	WBGene00000952
Q19046	WBGene00004322
Q19050	WBGene00000759
Q19052	WBGene00008480
Q19057	WBGene00017125
Q19060	WBGene00017122
Q19062	WBGene00000971
Q19079	WBGene00001065
Q19087	WBGene00017163
Q19088	WBGene00017161
Q19093	WBGene00017159
Q19100	WBGene00017170
Q19102	WBGene00000181
Q19103	WBGene00008502
Q19108	WBGene00008516
Q19119	WBGene00006960
Q19123	WBGene00000157
Q19124	WBGene00017178
Q19126	WBGene00000207
Q19127	WBGene00003561
Q19130	WBGene00008546
Q19132	WBGene00008547
Q19133	WBGene00008548
Q19143	WBGene00009919
Q19162	WBGene00004423
Q19185	WBGene00004790
Q19188	WBGene00008571
Q19189	WBGene00004197
Q19192	WBGene00003970
Q19194	WBGene00000397
Q19196	WBGene00017237
Q19202	WBGene00017244
Q19206	WBGene00017269
Q19207	WBGene00017268
Q19210	WBGene00008585
Q19211	WBGene00008586
Q19218	WBGene00000704
Q19226	WBGene00008596
Q19229	WBGene00008594
Q19230	WBGene00008595
Q19231	WBGene00008593
Q19235	WBGene00008598
Q19246	WBGene00000988
Q19253	WBGene00017298
Q19259	WBGene00017289
Q19262	WBGene00017284
Q19264	WBGene00017283
Q19265	WBGene00017282
Q19266	WBGene00004034
Q19267	WBGene00008624
Q19272	WBGene00003421
Q19278	WBGene00017301
Q19286	WBGene00002054
Q19289	WBGene00002053
Q19294	WBGene00003134
Q19296	WBGene00017339
Q19300	WBGene00017349
Q19301	WBGene00017350
Q19302	WBGene00017347
Q19305	WBGene00006893
Q19306	WBGene00017352
Q19311	WBGene00008654
Q19317	WBGene00004760
Q19319	WBGene00000396
Q19324	WBGene00004461
Q19326	WBGene00006817
Q19328	WBGene00006626
Q19329	WBGene00006497
Q19337	WBGene00008686
Q19338	WBGene00008685
Q19341	WBGene00010595
Q19345	WBGene00003623
Q19347	WBGene00008693
Q19350	WBGene00000792
Q19360	WBGene00004341
Q19366	WBGene00008722
Q19370	WBGene00006406
Q19371	WBGene00004755
Q19375	WBGene00008729
Q19404	WBGene00008748
Q19416	WBGene00008764
Q19420	WBGene00008765
Q19421	WBGene00008766
Q19422	WBGene00008767
Q19425	WBGene00008774
Q19426	WBGene00008775
Q19427	WBGene00003586
Q19433	WBGene00017435
Q19434	WBGene00017442
Q19437	WBGene00017440
Q19440	WBGene00008780
Q19459	WBGene00008800
Q19467	WBGene00008805
Q19468	WBGene00008806
Q19469	WBGene00004719
Q19470	WBGene00000757
Q19493	WBGene00008887
Q19495	WBGene00017532
Q19498	WBGene00017530
Q19514	WBGene00000726
Q19518	WBGene00008918
Q19519	WBGene00008919
Q19520	WBGene00008921
Q19523	WBGene00000068
Q19528	WBGene00000664
Q19529	WBGene00008924
Q19532	WBGene00008927
Q19537	WBGene00017546
Q19542	WBGene00000485
Q19545	WBGene00007050
Q19546	WBGene00006944
Q19554	WBGene00006512
Q19555	WBGene00004738
Q19572	WBGene00001674
Q19577	WBGene00008939
Q19579	WBGene00003903
Q19584	WBGene00006733
Q19585	WBGene00008950
Q19589	WBGene00017592
Q19590	WBGene00017594
Q19601	WBGene00008957
Q19605	WBGene00008959
Q19607	WBGene00017615
Q19617	WBGene00003772
Q19626	WBGene00006921
Q19640	WBGene00000242
Q19641	WBGene00017644
Q19642	WBGene00017643
Q19651	WBGene00005649
Q19655	WBGene00017640
Q19673	WBGene00009001
Q19680	WBGene00009006
Q19683	WBGene00009010
Q19684	WBGene00009011
Q19685	WBGene00009013
Q19691	WBGene00006543
Q19699	WBGene00009035
Q19705	WBGene00001358
Q19706	WBGene00001230
Q19713	WBGene00001498
Q19714	WBGene00009045
Q19722	WBGene00003815
Q19723	WBGene00009050
Q19724	WBGene00009051
Q19725	WBGene00000636
Q19727	WBGene00004186
Q19730	WBGene00001643
Q19743	WBGene00001854
Q19749	WBGene00009082
Q19752	WBGene00006465
Q19753	WBGene00009084
Q19766	WBGene00009092
Q19770	WBGene00009100
Q19774	WBGene00009110
Q19775	WBGene00006460
Q19781	WBGene00017781
Q19789	WBGene00009131
Q19791	WBGene00001650
Q19804	WBGene00017812
Q19813	WBGene00000713
Q19819	WBGene00017826
Q19821	WBGene00004400
Q19824	WBGene00017825
Q19825	WBGene00004679
Q19826	WBGene00017830
Q19833	WBGene00017837
Q19834	WBGene00000002
Q19839	WBGene00009186
Q19842	WBGene00017864
Q19848	WBGene00017895
Q19849	WBGene00001208
Q19852	WBGene00017891
Q19854	WBGene00009200
Q19857	WBGene00009201
Q19864	WBGene00000773
Q19866	WBGene00006307
Q19869	WBGene00004440
Q19870	WBGene00009204
Q19873	WBGene00009211
Q19877	WBGene00004492
Q19878	WBGene00009218
Q19890	WBGene00009236
Q19892	WBGene00009238
Q19901	WBGene00002035
Q19905	WBGene00005022
Q19906	WBGene00009256
Q19910	WBGene00017934
Q19913	WBGene00017936
Q19930	WBGene00017947
Q19931	WBGene00017948
Q19932	WBGene00017945
Q19936	WBGene00017954
Q19937	WBGene00006380
Q19951	WBGene00004198
Q19952	WBGene00003078
Q19953	WBGene00017967
Q19954	WBGene00017974
Q19958	WBGene00006064
Q19965	WBGene00009329
Q19967	WBGene00001303
Q19969	WBGene00002074
Q19974	WBGene00017989
Q19979	WBGene00000725
Q19980	WBGene00000298
Q19981	WBGene00006432
Q19983	WBGene00006634
Q19986	WBGene00018014
Q19987	WBGene00018015
Q19989	WBGene00018017
Q1ENI8	WBGene00004256
Q1EPL7	WBGene00044811
Q1RS86	WBGene00000020
Q1RS87	WBGene00017885
Q1W0R7	WBGene00017373
Q1XFY9	WBGene00004493
Q1ZXS5	WBGene00011625
Q1ZXU1	WBGene00044790
Q20005	WBGene00001335
Q20008	WBGene00009384
Q20012	WBGene00000983
Q20014	WBGene00009386
Q20021	WBGene00009403
Q20026	WBGene00018037
Q20027	WBGene00018036
Q20035	WBGene00018044
Q20046	WBGene00018042
Q20048	WBGene00009439
Q20049	WBGene00009440
Q20051	WBGene00009443
Q20052	WBGene00000145
Q20053	WBGene00000206
Q20054	WBGene00003112
Q20058	WBGene00009445
Q20059	WBGene00009441
Q20060	WBGene00004874
Q20062	WBGene00009436
Q20065	WBGene00004025
Q20068	WBGene00019503
Q20069	WBGene00018072
Q20070	WBGene00018071
Q20077	WBGene00018076
