entrez_id_cele	entrez_id_hsap
190338	126003
181018	6293
179242	51510
190979	84296
174572	9933
179228	60560
172427	246269
176338	51382
179634	58478
178070	57130
174758	26061
177424	84912
177377	28985
173117	25973
173232	10412
174712	1355
179392	60314
171867	83548
174901	23020
174942	137872
174563	25821
177324	51234
177141	57576
190051	10985
175059	54464
173654	54432
177294	54516
185813	29960
171749	55341
173912	85365
180123	80324
176524	221143
173096	83451
185192	83451
174606	83939
175608	5198
172146	26121
174634	56915
183402	60386
176072	23481
176003	25949
177538	79954
173312	92935
13198805	54512
180256	55153
179316	51004
175537	55972
13192290	112858
180843	6836
177679	51633
177200	54938
171737	23203
173510	8659
178194	124641
176321	51202
177403	23404
13216595	57570
181999	51400
176497	160760
177607	27304
175822	23549
185814	51647
172420	55272
174809	1763
3565801	51068
175395	5524
186841	81034
175394	79717
177233	399818
188150	51700
179029	51700
174000	55737
174792	51477
173142	115708
191043	84340
190940	284098
177824	23517
178281	134637
176377	55275
179163	51072
174736	93183
176556	8562
181218	51074
179524	100534599
174553	1841
175588	22948
175724	3704
3565578	83475
173143	84313
172778	22908
171881	23556
179781	58477
179418	171568
172857	84946
3565931	112970
175536	51118
176010	55702
173863	51652
177928	27247
176343	55660
174168	51154
174908	27243
177336	10059
176443	25972
175399	55644
181565	25829
176344	27095
177241	60528
171892	84154
175308	60625
172118	7511
178819	7511
173778	25879
171743	55661
175218	51119
179411	25996
174956	85476
174288	64431
179103	53981
178979	51340
175500	55902
174737	51611
172528	51534
180056	23456
178522	23456
176957	6396
176649	51184
177128	23173
179618	57143
173432	54606
178285	51692
176191	60558
172943	6175
172499	23395
172589	55697
177120	56931
183479	11062
178303	27258
172565	128869
176099	84274
178154	54529
185334	64118
179241	54363
172406	23450
171918	51006
176633	7374
173228	7327
3564835	84705
176919	83943
175069	23246
180631	9948
180022	9948
176207	57647
175701	83743
175082	55246
174081	7486
178542	10992
176749	55276
175549	23451
172954	8886
176982	55278
176028	51490
176131	5985
180443	5298
190311	26589
176761	134218
188472	29101
174633	79796
173322	55781
181917	65003
176109	81889
177988	51690
172182	55226
176544	5422
174983	138199
179945	1737
259389	51605
177123	4048
178176	4048
175153	55695
177711	115286
187888	53918
176921	64422
173331	54920
180368	6183
172624	29889
186604	51010
179358	9978
3565972	54482
171864	60487
176946	5982
177847	93587
175956	80018
176860	124454
177875	22894
182392	29929
176995	115939
175071	22803
179862	55334
176089	7991
175995	22934
174875	22800
179789	57410
171883	83732
175729	10229
188387	10166
176258	27010
174534	56902
180824	129642
182414	129642
191348	129642
172756	29968
174598	26155
175767	55703
181692	89874
178344	23479
175449	80273
175842	2356
174138	8891
175725	54802
171901	51602
175015	25885
183993	27292
179686	6730
178822	29880
178851	9790
175538	51520
3565124	55157
177136	222236
177137	222236
177237	51067
176863	23560
179669	55140
177765	5279
172884	55699
172752	84172
173169	3692
180534	51606
176106	261726
180314	27158
3564851	84844
173518	25839
177753	9861
178229	9904
174902	10423
180016	84245
190814	51126
174630	5435
180441	5663
173929	2902
178118	8989
177318	84315
177473	22796
180530	22821
177286	8036
176127	550
176241	64215
181573	1879
175871	29904
172135	5747
178928	57678
353416	29105
178075	25917
186775	27037
175886	201595
181140	23600
174559	23600
175625	22808
180884	23530
178409	9463
173734	8611
191744	5538
181211	9791
176776	9791
177373	3516
175451	6251
174342	2734
173498	6878
181110	7403
180232	9716
183212	63974
176512	487
179068	27302
175618	23473
185183	28981
179788	9620
179540	8694
183911	2954
190586	2954
190243	2954
180329	27130
191695	3768
176041	22920
187585	84823
178747	84823
180414	84823
181182	84823
181316	84823
173976	84823
181698	84823
173973	84823
266725	84823
181699	84823
180765	84823
180430	84823
187448	10016
171672	5218
172141	5295
179105	23646
175459	57605
174577	5991
175943	22895
186741	6899
187525	83659
190806	51663
175421	55179
190457	64395
177244	51295
172461	29117
185331	8131
180017	10598
172138	26973
175664	85865
180358	24139
179329	23498
181164	10724
179372	8225
180573	22978
174479	22937
185876	23409
181455	23409
174848	23527
178107	9863
179361	23017
189842	23017
179362	23017
173005	22944
172457	23659
173471	23597
186453	23597
172926	26578
176326	23647
172431	23541
174409	26608
176022	104
179779	27335
172830	29102
188886	23729
178616	29919
172033	29926
189240	29934
171775	29958
178191	10787
175788	11123
172777	30968
178268	4439
177692	221472
186954	27077
176813	28988
176112	2589
178537	5332
177968	23464
176409	9785
172812	25842
173809	25842
182835	28970
182050	25978
172955	5511
175907	50485
175637	29081
185336	29085
171922	22827
177902	23471
177783	23474
171876	90701
174674	23759
174207	23788
173466	27034
173811	27044
176892	27069
190304	27163
172012	27252
191439	27293
176481	27342
173927	84364
173325	56605
176427	9654
173509	9694
177804	9730
174006	22883
185734	9761
172058	9772
184624	9784
176703	9789
186134	1718
172052	9801
176180	9810
3565369	9827
172306	9897
179313	9926
173990	9927
173236	22876
179300	6683
172355	22911
187932	23011
182643	23023
173524	23065
175156	23070
179259	23077
184118	23077
175502	23098
179620	261734
174480	23170
180611	23179
178619	114088
177229	23210
187273	23228
174451	23234
176341	23277
183417	23299
172760	131405
173225	23398
185802	23399
180607	23509
177486	25831
176158	25843
174528	25844
176923	84836
180425	60496
189061	60496
178790	66036
173638	55707
184284	25980
176098	26073
177678	5238
190511	26151
173192	26164
173298	27248
176786	27249
181091	27352
189586	90161
171804	51035
176616	51360
171996	51593
176272	51005
175787	51000
177526	51070
175646	51075
176186	51076
190379	51081
174289	51377
172945	51093
3565786	51095
178692	51097
190094	51097
184861	51097
179631	51098
184080	51626
188022	51106
172747	51107
175161	51110
176018	51009
176532	51013
173394	51639
174675	22818
191627	51645
185213	51003
3565469	51021
188492	51023
179520	51028
175530	51031
259500	51660
178394	51125
179226	51133
174716	51669
177393	51691
175159	9325
172357	51163
177600	51164
172413	51428
176424	51699
174516	51343
175971	23019
176019	10131
172815	51187
174514	51726
175773	51454
174040	51733
176650	653519
176650	51463
182524	653519
182524	51463
181274	51196
190573	28231
173180	51479
180069	51503
176313	51506
173206	51507
175841	51654
179439	51232
187840	252839
178993	51528
175843	51251
178457	51251
173330	51260
184440	51540
190589	51285
172257	51304
173276	51567
176100	51569
172662	94104
266844	6641
176470	83452
178985	2530
177010	50859
176000	8473
178403	51805
178661	51809
171608	50506
186188	50506
178073	55572
173784	55577
183790	55586
175765	54784
178040	54788
183844	54797
178499	54805
176073	54842
175656	54851
187440	54858
187438	54858
187439	54858
185311	54858
184594	54858
176508	55617
181315	54868
171697	54888
190786	54901
173241	54928
259376	54931
188040	54948
174310	54973
174022	54978
177362	90550
187534	55034
172922	55066
176674	55088
187641	55093
179027	55100
172060	55254
172040	55133
176182	55716
189617	55161
189618	55173
174602	55186
176839	55726
172504	55193
175934	55206
174590	55210
181406	54662
179653	55741
176848	55742
173175	55234
175387	55748
179142	55756
172226	55759
171631	55251
3565141	55274
173028	55768
176074	55283
173354	55284
174459	55770
181592	55773
182681	55298
185044	55326
175675	55795
4363033	339175
178152	7982
180125	55832
3565570	55847
176740	55379
172526	55425
188971	55500
174095	26276
179674	55526
190605	90809
177056	55967
185741	55969
175466	54346
173065	54431
172936	54472
180856	125058
172039	54495
172727	54496
174352	54499
177597	54549
179677	54676
176404	56241
171639	23457
172288	23457
174204	23457
190115	23457
190369	23457
174728	11186
173120	427
174638	11235
183935	9141
174998	84273
181007	56886
176983	56889
177838	56900
180667	56904
3565899	56912
175651	56851
176455	56913
177841	56922
172803	56926
177335	56929
13186571	56986
171623	57037
3564922	57148
172487	28512
13180879	28512
191290	57095
179581	57102
175910	57104
3565651	57120
172223	57062
184659	57213
177039	64328
171890	57470
172068	23352
183817	57539
3565011	57563
175600	57599
173305	57704
187703	57704
180011	5911
179850	4729
185624	54677
180126	54677
175948	7920
178374	58472
189421	58472
259424	118424
171856	84516
13192684	6572
180240	60488
179829	60490
180845	56652
181332	57582
178131	81890
180518	53834
177040	60673
173172	60678
175236	60684
179375	11179
176215	2314
191003	79672
179699	56660
177933	63898
179318	63906
176647	63917
175385	63928
176589	63932
176285	64087
176653	5297
176200	8220
176926	64432
178949	111
175437	5292
173356	64745
172423	64781
3565412	64786
180941	91289
174243	64847
175563	64849
187898	64849
172497	23025
180740	65084
3565441	65123
174784	65260
180992	65985
174509	83480
175647	56997
173908	23184
175418	81614
176540	10058
183426	84287
190267	23335
174471	4552
172157	548593
172157	79008
173916	53343
183430	79017
173868	79020
183948	79071
3564855	79078
178693	79094
175064	79133
172915	79139
3564942	79746
177374	9493
186851	81932
183433	55610
181252	79143
182962	79157
178267	79174
172734	374291
177253	80700
172997	80772
177160	79577
176784	79585
176784	100529144
176231	79586
171679	79618
171654	79643
3565076	79651
191000	79651
181788	79660
176397	79666
173397	79674
174167	84561
260219	582
177484	79714
176185	79716
171968	79876
183226	79885
172611	79902
182937	79912
178733	79944
175020	79971
182970	79989
174089	80006
177925	80142
174866	114034
174102	80173
191342	57728
179045	80204
174790	6897
178791	80232
172609	80262
181210	80267
172518	80344
171657	80347
179337	256281
176565	55851
3564894	84266
174381	114971
173855	255252
172563	55148
173766	84065
172214	56259
176043	6120
177989	84557
3565375	133923
175507	131965
3565644	25974
183428	339487
259580	583
172664	85313
172067	84955
177396	50640
172764	89970
3565140	285282
174518	81576
173867	84292
173072	140739
176188	219771
172204	79590
180401	57560
266651	80213
191461	374659
3564772	84328
190399	58533
180731	80856
178842	113278
3896860	113278
3565859	83877
175987	10430
172205	201266
182108	389434
174555	84293
176034	143884
176760	132789
190704	55212
175269	87178
176253	81533
176836	137695
175673	339123
176526	92335
171790	387338
176800	84320
187516	129880
189743	124401
179040	81542
259527	55471
183139	132321
179315	9481
174977	150962
174413	57718
172598	23383
174177	79847
177246	112869
172191	23071
176077	151531
174234	81553
187136	84064
177441	90231
180327	80279
259529	23275
189676	80776
180553	283987
191275	889
189927	114294
174362	81037
172937	81609
174939	81790
184883	55764
182258	81888
178008	80114
172467	83746
171624	83746
172301	64902
176581	83941
174024	83959
176658	83989
183311	84100
3564990	84187
177378	84267
176841	84342
6418755	84457
187361	84457
190789	84457
13216887	84457
188393	84457
173064	84465
175853	84669
172514	84693
191323	84769
177147	84795
176266	84811
3565366	84816
188238	84959
3565022	84971
172825	84988
178091	84991
172946	51750
173606	10713
3565681	585
176737	89782
183413	390916
173832	93627
175527	90134
176138	23405
172639	988
173371	157769
179255	148362
172594	23317
171755	2585
171836	132001
176515	89910
174664	57589
3565008	283820
3565008	23420
3565008	408050
259441	161823
172668	200205
7040127	118924
187149	150274
174054	51398
6418689	391356
176063	23350
172478	9673
177922	9673
180450	171586
180309	171586
172568	200081
175562	26035
179307	84976
174475	115825
181054	118980
180420	8567
178000	57498
173828	152330
175088	122961
178788	57504
180050	116138
171593	143686
183963	55219
183284	254013
184431	146712
172593	79659
173212	91137
173230	153396
173635	126792
3565947	55735
173911	51071
3565794	57724
174134	201163
174146	23258
174164	166785
174231	192111
175865	116064
174284	79699
174442	91782
174476	4976
174562	143941
174691	29063
174846	133686
175206	146862
175210	113510
175332	145567
175339	10162
175557	124936
183238	55245
175667	200933
175887	144193
266887	132158
191628	23333
176587	129531
176775	23276
177107	23059
177525	113026
177527	153020
177623	254428
178343	55568
178445	254295
178968	145173
189124	340485
188904	123016
179117	114781
174416	758
179304	23241
179344	25780
179498	51091
190312	23516
179576	23516
179578	195814
172603	195814
179837	286097
180344	11112
180373	400224
178127	159963
180984	256356
181715	26160
178286	23008
176001	4705
187397	79033
176845	79033
182938	197258
173123	286451
259414	27349
259512	87769
182043	84964
173962	55187
175465	353116
175326	388743
173089	388743
190738	388743
176953	388743
176122	388743
178473	79134
178411	54869
178100	92370
13198270	92370
182313	90527
180700	219899
178931	122618
175857	225689
176493	134145
3564786	84326
189127	90806
174303	94097
353452	127579
3565901	414919
180865	124602
191517	256472
183429	254228
174997	57231
180350	167555
177997	153129
172209	9515
184190	286046
182623	284339
171731	221938
13186920	386617
183398	57460
188733	221833
184971	222662
177850	56999
179566	388591
172646	4308
172270	2741
178930	2741
179834	2741
13216190	2741
180086	2741
185381	3075
3565870	3075
176296	3655
175503	4594
179321	4644
180583	5213
178424	5311
181317	203
175322	3350
180570	774
171933	785
179962	1128
176694	2559
177327	2917
187427	3352
180565	3363
180944	3759
175525	6241
181035	6340
174306	6340
191422	6340
181728	6340
189033	6340
181534	6340
189058	6340
177494	6340
181101	6340
174375	400
181423	586
174044	658
181563	844
180452	1609
172464	1807
177852	1807
179522	1937
3565712	2274
174449	1182
189267	1503
171751	2767
175315	3336
181567	3732
177533	3840
178748	4322
3565545	5087
181618	5286
178686	5375
181721	5523
171956	5862
177138	6477
184903	6542
173650	6542
183650	6542
191351	6569
176426	6602
172018	6602
175201	6786
172275	7111
174507	7368
177437	7375
172659	8291
188128	8291
180690	8440
177675	8509
172183	8630
179590	8630
178983	8630
186315	8630
171920	8850
180562	8938
171988	7204
174530	6507
172105	8973
175714	312
174751	392
181598	1394
171810	1662
173894	1856
266854	1856
173794	2043
172520	4036
172447	9245
172446	9245
173109	9245
173108	9245
174679	9245
173114	9245
181096	9375
179503	9378
180961	9423
172088	9475
176147	9601
178182	9619
172395	3185
186805	4323
177078	4897
177370	6560
175223	157
176788	230
172233	1630
171782	19
172802	5928
192082	7025
181587	10057
175649	10755
177865	10755
175162	10121
172312	10181
266858	7001
175237	10220
174843	10283
3565862	10294
177775	3417
176229	4093
171776	4301
172441	7763
171806	757
174762	5290
178435	10491
177788	2192
176511	11004
176560	11021
171647	11059
176771	10061
181058	11252
181203	11309
180326	3276
171965	5230
266646	9517
172739	9777
174608	50808
177379	259232
175674	259232
173747	2710
174358	55217
172748	374868
178754	374868
175376	162
177855	7317
172705	23230
175798	158747
179527	57144
173424	29114
266878	23223
181157	2768
173399	54361
177870	81029
181566	8455
188499	1813
180608	63971
176410	10015
176885	23191
175089	64130
175839	4326
175953	57451
186194	26985
174419	23266
175130	2744
172547	2744
174282	2744
181776	29895
181775	29895
180760	118
188090	79258
175873	55324
176476	27314
178220	23001
179467	23039
181232	23042
174145	23169
179172	26090
177996	25961
181125	51092
192056	7223
179741	51181
177894	51735
178834	51292
175504	3688
175834	55601
173244	54862
177845	55633
171951	55862
173341	55466
174218	56934
186231	56934
177256	57198
189866	57552
181188	57552
177791	57552
178508	57699
178108	57699
180696	326624
180979	64577
179458	10914
174513	10914
174816	10914
180055	81855
181807	81855
174708	81855
183547	81855
177671	65217
178419	1936
188513	201562
173971	115827
177664	79572
181067	79572
177822	79572
179043	80221
3565680	80221
172393	80777
181626	128338
180988	85440
174587	84261
178405	127829
173327	123099
177548	123099
177660	91012
180743	91012
176712	81671
181187	83872
175889	88455
13217012	390928
177497	829
178980	347734
176064	23122
176280	23122
176298	23122
171948	122664
3565732	139596
173367	135228
174046	158219
174710	163404
186015	167359
266877	92369
266876	92369
182286	89853
178832	160335
179109	54497
181553	131578
179309	131578
171953	23304
173294	128239
172585	58489
259492	126119
179965	3608
4363058	93058
178072	259230
175862	57551
172335	199870
176767	7188
178425	222223
180784	57465
188307	158297
175080	9682
174227	121278
3565243	375790
181255	8499
177430	22875
180933	56479
180593	158158
176392	390790
172851	337876
178080	2131
176047	3156
175410	3480
178170	5033
176569	5033
176015	6128
175441	708
178090	3475
175311	1122
187256	5073
173846	6449
186874	6591
173118	6610
177021	6687
192051	6873
174312	7275
174460	8446
190096	8635
179240	8722
178385	726
175268	1124
178019	9091
175522	9400
179272	9532
178304	5723
173946	7268
177594	9399
172216	9550
173207	5018
179720	6400
190400	9943
177398	3187
177316	10013
178936	5156
181098	5156
181440	5156
181410	10625
259365	11165
176688	6426
172800	11101
175666	11222
176097	11224
179113	11328
171974	11328
179752	11328
172794	1854
176254	439
185220	80895
177419	27000
176997	55164
172285	84720
191743	1432
173985	58513
171874	28987
172035	54704
178434	112812
176662	51218
176460	10730
176877	9833
183859	51150
176209	51426
180343	6132
174722	29928
176918	23608
188966	4338
182077	26994
180315	28960
171710	29088
176907	29090
177425	23586
3565580	10393
173214	23028
181369	23028
172369	23111
177923	27238
177431	51603
179230	51073
183640	51103
174701	51727
181464	51727
6418865	51537
189136	57645
174045	51111
178116	55643
178955	55015
186607	55081
186950	81831
181241	137964
180519	137964
182929	26610
184910	54675
177113	5875
183197	56848
187686	25915
178274	60482
178770	64078
178769	64078
177334	219699
180828	10861
184267	64965
174622	57418
175139	128637
175073	79180
3565178	79903
266904	79947
174461	80004
172623	80148
176868	90459
176468	83892
180305	84272
172200	57579
179898	130617
173918	65018
186828	92342
179410	91833
175882	57488
179612	84447
187288	85315
179721	64969
182278	10645
3564790	83874
174868	84553
175310	84749
185454	84899
186796	27440
179032	253558
179031	253558
186277	253558
3565068	1196
178982	390637
180457	116843
190665	222553
177857	9695
181288	7837
191484	7837
175532	91445
180766	151473
173779	55127
191004	91647
191526	79066
172247	738
172722	137735
3565075	221955
173375	9703
173795	80821
176256	286826
3565961	128486
181767	54492
172390	2167
191700	2167
188761	2167
191701	2167
180371	2288
176446	310
178620	5861
172259	9217
175607	4081
177528	9520
174140	9524
179185	79087
183813	8623
184556	51493
175849	23092
172684	84888
173245	81554
173137	84552
177469	100
174414	189
172171	1201
179559	1201
179249	1201
178095	6901
173326	2990
172751	3099
179381	3973
