entrez_id_cele	entrez_id_hsap
179771	3988
184068	3988
179046	3988
178563	3988
178572	3988
179081	3988
185840	3988
172148	4534
174681	4548
184699	6716
191550	6716
185670	6716
181574	6898
187120	7507
174039	3141
172952	3908
180704	5051
172120	5051
180749	4125
175341	886
188774	886
175999	2892
176204	2892
266833	5066
171999	5446
4363028	5446
6418581	5446
178778	6135
180535	6135
173873	6146
176240	8516
173309	6224
173342	6231
179080	6262
187897	6752
179729	8029
178559	21
179395	957
172432	1106
174620	1209
180976	1209
177586	1396
182010	1396
173360	2037
176546	2547
178402	2664
174059	513
192062	967
172908	1358
171668	1358
172557	1358
171669	1358
171666	1358
171921	1358
189076	1358
186343	1534
179154	2197
191366	2242
171685	2745
180875	2752
174765	2961
175890	3148
181311	3418
173340	4580
181473	26986
172920	26986
179412	5126
180475	5170
178020	5250
172809	5250
183168	5250
182608	5250
172744	5315
177984	5315
179486	5500
178117	5515
179526	5528
180864	5575
173914	5584
175545	5594
174786	5714
180664	5768
178168	5768
180538	5768
176608	5810
174785	5887
177583	6187
174881	6342
176302	6397
172078	6457
175393	6605
177182	6629
171834	6637
177624	6905
177913	7083
178024	7101
187919	7263
174001	7357
188169	7357
181790	7357
177524	7417
172264	8027
177386	8310
172347	8458
178054	8458
174068	8525
179388	8607
172814	8732
186262	1607
178043	548645
183525	548645
180243	2963
171884	3174
176609	8729
171601	8766
176707	9377
178046	2539
181891	9570
178997	811
171939	3364
184827	4726
176743	6804
173257	6872
176202	7225
179492	8228
182024	8228
177617	9146
177587	9183
172515	9271
182072	9271
174208	5433
182490	8189
184405	9446
13190517	9446
183000	9446
175196	9446
353420	9446
171756	9522
189590	9525
176044	9527
259487	9535
178104	3845
177973	6564
180919	6564
172527	9950
173460	9984
174543	3069
176552	5565
181492	5565
177512	6574
175745	10049
172124	1797
353489	1797
178502	2960
179714	5641
190775	6921
177072	10134
177389	4144
177354	4144
181370	4144
177355	4144
181488	6793
178487	10450
181153	10451
174665	10455
179665	5167
179663	5167
174394	10465
191736	10482
179938	10482
176227	10559
172321	10623
175337	5429
177562	10640
179749	10735
178151	10898
175655	10948
3565633	10981
180566	10989
180122	10989
2565705	4538
173964	1939
172460	6096
173625	6731
179544	10560
3565057	11127
173449	11140
190601	11157
177055	52
191613	11200
180304	11200
177581	11260
173416	11315
183625	11315
173910	11336
181668	51
173162	51
173163	51
184167	51
173164	51
176353	51
174427	84826
174443	6161
174080	27340
178407	55176
172775	6500
172773	6500
191629	1810
175191	51204
172071	1622
3565860	7353
178084	64121
172505	2775
174788	8295
175012	26227
178873	3313
175517	54700
172939	654364
178874	64318
3564939	4358
173006	64434
174671	145482
178397	143187
172631	10072
3565184	79922
174090	91408
171793	4173
174914	6723
191634	2286
178768	8325
180545	136319
180921	51268
259861	51268
186875	55974
189708	55974
183804	55974
177972	55974
174740	391059
172924	60412
175621	6830
176335	9646
266648	6843
13192683	1103
172483	10681
174916	8443
174258	2898
172449	2898
174506	1996
180418	4684
178350	102724788
178350	5625
175272	22931
179510	23480
259586	131601
179419	9330
175520	9328
171723	26574
174600	24144
175597	23417
173428	23443
177400	3751
180047	23658
176580	26519
173601	23534
179434	25828
188574	7780
174760	27166
172133	29109
177003	29894
172641	10113
186226	5866
174953	440275
173217	57446
175774	22884
175371	4702
171833	22826
174700	27257
173773	4848
176187	23190
171774	9688
178053	9733
179666	9742
172113	22982
175555	23047
177211	23063
178482	23161
179942	23212
181558	23312
179902	23339
173181	23348
13182700	23348
172905	23385
174028	23484
175723	25813
181761	25979
13224720	25979
183165	25979
181600	26001
177515	26136
176624	51042
174863	51060
180520	51060
191563	373156
173136	51389
175225	51086
172888	51099
174217	51465
188034	51108
173369	51115
177293	51002
184409	51024
176769	51025
173819	51026
176890	51027
185146	51659
266836	10890
175561	51451
175298	51228
175216	51308
177509	51573
175713	51573
179882	51573
188321	51573
179629	51332
189959	53630
173733	53630
171705	54093
6418643	54831
176055	55622
179370	54987
175084	55020
190295	55020
176141	55139
180039	54663
172144	55717
259478	55733
190374	55733
180779	55229
173947	55239
180598	55763
179000	55280
175678	55314
189232	55314
259993	55314
189111	55314
186030	55314
179342	55343
174353	55346
174390	55349
175636	55843
176198	55856
176250	55530
172348	23225
186756	54555
173310	55929
179437	64841
172533	64841
179093	57515
179964	57515
175505	57003
172898	57221
175918	387893
175112	57136
182407	57136
179438	79644
3565180	57578
180042	57628
191509	5359
173053	5359
182212	5359
6418789	58485
178959	57161
179459	59342
180780	59272
172522	60526
184342	60526
176133	60559
179661	64077
188043	64081
188042	64081
188044	64081
178200	64081
172827	64129
181510	1528
177603	64145
178158	64429
172949	64754
180772	64754
181353	94081
173299	64924
172956	65258
176698	196463
179662	83985
190952	83985
178256	83985
184219	83985
245996	124565
180370	79624
172424	79639
180870	79639
188870	79639
180244	79691
177511	126308
260224	79829
176370	80024
190821	80024
182354	80024
182576	80024
182575	80024
177631	80146
173857	254552
179766	90407
183975	26260
175518	84898
180517	57222
180524	142891
173281	84148
13189316	554235
189356	113235
180270	113235
175737	115817
186621	115817
180624	115817
171725	115098
189789	118881
178684	118881
189785	118881
189563	118881
174132	53938
181606	254359
174780	10869
177499	125061
189911	125061
173393	83440
188431	84255
177977	84255
188430	84255
182863	196294
190607	84193
3564837	164395
175715	84294
173761	81573
180792	81846
175457	23731
182876	84545
179417	84285
175090	84337
174339	10826
186061	10826
177568	84619
181797	84766
180437	84900
175323	389207
179394	122553
183942	440026
177561	80335
184918	201161
178301	339122
171969	90196
175458	114134
180205	114134
180206	114134
176966	9631
174761	137682
178167	129684
176519	84747
179780	128989
190742	128989
190617	3476
180246	29997
183946	112483
179171	23513
172320	25983
178153	23041
181712	257068
183572	27241
175476	91801
187885	9837
175280	130013
175306	92170
181310	92305
188311	84246
180579	81839
173320	149371
179610	90411
178174	23355
179691	9804
179679	253635
174724	92255
186854	285381
181131	23233
181431	23078
180723	146691
178361	257364
190217	158584
178377	1953
174093	23341
172941	92912
181152	285343
180739	126321
172558	91404
175521	4642
177415	22909
181595	22930
176695	392636
172372	51014
266916	6650
189220	6650
187003	23247
181990	128387
176513	157869
179423	8939
175989	8939
187350	8939
181773	8939
175219	53344
190101	5261
188583	2720
180945	2720
184469	150
175070	6168
173304	164
177940	1363
173296	2444
171722	2534
181711	5756
175709	7290
172728	8438
175242	8604
178284	8867
13198854	8867
180644	8908
180119	8908
175121	403
172581	9252
179649	5581
181697	6446
186864	8909
174726	10325
176666	10396
180708	6788
180707	6788
177339	10425
179274	10494
178250	8445
177985	10765
181066	10857
171688	5681
189705	11152
179833	57819
176456	55351
176625	29883
175741	90956
175469	11325
174647	5725
3565986	7092
180444	23637
180619	23213
172221	23262
184989	54933
179165	1983
183574	56923
178658	10901
174623	2872
188636	63895
181036	347733
179543	79831
171789	80227
178962	80724
172953	84232
181236	150159
180097	150159
181235	150159
180018	171425
188368	84105
181158	84179
178179	84179
182275	84179
183473	51601
189085	1811
181291	2261
173282	3730
173856	5340
179026	224
178680	224
180939	4891
191766	4891
177044	4891
175691	217
187001	217
185679	223
176056	223
180724	5034
178215	5243
180165	5243
177943	5530
175086	847
175085	847
259738	847
174803	2782
171687	2778
179621	55
190610	55
188683	55
186114	55
177921	817
172677	1024
173023	1025
174332	1104
172610	1460
177942	1793
174305	2081
181658	2239
179994	1361
181444	1509
172582	1537
173220	2098
173149	2932
180459	4010
179912	4140
177235	4967
177615	5128
181166	5578
181043	5608
173334	5693
172977	5710
176275	5870
172647	6195
177704	6418
175944	6594
178465	6777
172944	7178
179013	8476
266822	8789
175252	8802
181570	8802
172715	2194
172430	3421
175598	3421
189841	8814
177325	86
173418	670
266817	1445
172045	2021
176179	3799
174473	4920
176914	7867
171888	8653
177893	9060
177685	9371
173152	9391
175864	9429
175859	9429
173671	9429
172698	4643
176111	5547
180673	5613
180972	766
181713	766
171611	2671
178130	2746
181169	3033
186222	3033
178981	5110
176226	5165
191240	9568
172180	10053
172687	4001
179875	10238
175936	4191
181064	4522
180581	4628
175749	6502
179632	4122
175257	5475
180100	5529
176825	5580
178183	10427
181258	10479
179398	10554
179642	10905
174450	6917
179213	10959
177342	10987
176437	1431
179405	6652
179404	6652
173040	51012
181380	65263
175246	5965
180859	2182
176005	2182
172882	79152
177891	26958
179400	10897
180655	23012
179854	3954
181109	23390
175108	51741
174183	51741
184041	51741
183970	51741
187285	51741
353400	51741
180783	351
176872	4646
171712	4646
246019	5362
177401	6423
3564833	83942
178314	83942
182017	83942
176431	140679
172681	1719
174798	3939
181348	7534
178113	7534
176440	23603
179655	1186
181004	5609
174517	26229
176244	22921
179598	22938
189912	22929
176317	26503
180801	29899
176485	7923
180486	7923
173323	3251
172779	9807
188912	4720
181646	4720
176482	29093
173176	27032
174433	27348
189606	27348
189605	27348
174787	9718
173685	9718
172890	9844
176490	116987
171736	83660
173986	23102
178730	26007
186547	51622
186547	221960
181150	51643
179324	51029
172028	51388
177460	5599
178057	55605
172187	54855
3565323	54896
176347	54932
176346	54932
173073	55110
177238	55288
175083	55510
181029	54212
176757	55613
185004	57053
172298	6565
178877	63874
183295	63874
171919	64083
177059	64225
176381	64854
177736	9351
13197264	9351
179507	81555
178175	79609
175855	79809
189077	80168
175417	80168
179314	80168
180160	80168
174632	56945
259579	64951
176945	414918
174755	283629
178316	23158
171700	8916
172409	54878
173798	255104
180423	81562
175474	11091
177466	114112
186276	114789
181399	114789
177821	51384
173062	79683
183941	116442
179444	253152
175239	253152
175305	144404
175748	129563
175917	23080
176225	375775
187474	375775
176849	121227
177408	148641
177793	9057
180557	9057
179976	23157
178918	6547
180528	353189
180561	133121
181090	643853
181233	91252
188895	84641
176454	129049
183765	148252
174097	133584
179990	285203
190602	285704
181404	57644
172471	57644
259839	57644
179190	57644
179676	57644
174042	22979
174165	57464
175590	2195
178535	2629
173574	2629
183155	2629
177314	2629
178927	6005
179606	6005
181716	3356
178597	128
178598	128
183715	148
189444	1573
173787	1573
185653	1573
183602	1573
178752	1573
190065	1573
178706	1573
183484	1573
178695	1573
3565571	1573
189364	1573
178704	1573
185591	1573
185589	1573
187705	1573
179148	1573
182888	1573
187025	1573
187183	1573
178926	1573
187184	1573
187185	1573
187573	1573
173936	1591
177457	3614
179572	5534
175796	9349
172201	6143
175141	6167
175460	6167
178951	284004
189716	284004
181586	284004
181269	3746
172755	5868
176503	5901
174699	6203
176858	6229
176975	6234
179366	343
183121	343
183221	343
3565046	1040
178970	1108
181421	1108
176166	1777
177613	2166
176916	2166
177612	2166
177954	2330
176491	2330
178596	2330
177958	2330
179959	3066
176773	293
189112	293
177648	293
186855	293
180692	525
187779	527
176383	527
177018	527
181478	763
176374	983
181279	3034
175628	3921
177971	5226
175613	5471
183199	5537
175659	5917
180679	6259
173204	6638
175172	6827
176718	7311
177170	7319
180628	1118
176987	8224
176422	8405
181202	8714
180289	8714
181677	8714
174672	8833
172818	9045
179707	9628
179624	1496
178016	3028
172442	4677
173074	3065
180827	3987
186939	5881
177111	5881
181138	10999
178190	10999
178067	9945
174778	9945
171619	2678
180364	2678
179271	2678
178453	2678
172433	2923
176224	3092
175126	3339
13188030	3339
171835	7905
171857	10096
174333	10212
184569	7846
181170	10383
180622	4921
175440	103910
178507	3312
172672	10767
179104	6575
181858	6575
181857	6575
177095	10994
171853	4736
175750	5518
176498	57205
171966	51117
176748	81929
177709	5908
174434	80135
3564805	84961
181495	114882
174311	140801
172252	84706
178207	92856
176032	440138
174621	9949
176457	1663
179251	2897
172822	3633
176750	24137
174680	84790
173167	84790
172831	84790
3565717	441509
176796	4637
180318	6546
175519	203068
175461	203068
176501	203068
179326	23005
184935	440
188872	83658
176328	26576
190959	27284
177135	9704
175606	26960
175969	27235
176903	51069
177416	51094
175739	51094
173229	51160
173002	51167
171643	51703
180685	51719
174527	51719
174789	54808
177979	55696
180582	55711
181398	140609
172253	114883
181596	79751
177518	79751
177646	64850
177906	84076
181019	124583
189195	375611
179357	375611
187335	375611
179626	375611
181094	375611
179243	55671
180699	84910
175066	58509
13187896	58509
175900	57187
185203	85443
190777	115201
189472	128240
187786	127700
185690	23035
175721	23274
190510	152559
174190	89872
180589	89872
174467	89872
190553	89872
174331	3747
172122	150737
185278	91147
180812	948
176673	948
176787	948
191635	2241
172440	2241
266839	2241
173525	6515
178634	6515
179971	3326
175905	90441
175131	2587
179533	71
179535	71
179534	71
180767	71
171675	2770
180691	10257
181729	10487
266829	10487
174752	51312
181620	1453
172656	284439
181489	8038
171715	1838
173293	2138
189474	23315
189489	117247
182056	117247
181497	117247
182722	60680
173297	64167
3565470	84263
179529	84263
172382	79772
176555	23762
173945	8556
177717	2762
186416	2762
181264	26289
191426	253430
174058	23291
175106	63910
178460	131669
179195	6318
178585	6318
179125	6318
178586	6318
178672	6318
191960	6318
191959	6318
187658	283130
180111	1515
180003	9885
188032	153918
176799	27106
174791	26249
175977	124923
174802	5476
173818	5476
174899	1352
3564941	3936
180347	202018
183978	89978
176622	4706
180881	57720
179935	10390
184847	10390
176027	23761
191420	51201
13190952	51201
179010	10938
180802	2040
176554	6198
179194	416
173468	27161
181504	27161
172434	29978
176968	1398
173347	7335
172826	55844
181345	83696
180539	4648
179445	29966
177070	93100
180473	23510
173742	27237
181003	642636
177212	94239
185872	59286
189769	284086
181484	22829
172344	9616
182185	79774
184043	84871
191699	3784
181571	388630
183193	1548
183193	1549
183193	1553
173260	6194
178044	140733
175556	55208
176702	10933
178169	79763
171745	1164
180949	23130
171719	23327
180044	6169
172231	131118
190308	339327
171602	6129
180262	81689
178083	6205
177763	92014
180703	1119
174614	196446
181229	196446
13186977	5789
174685	5789
184126	9056
172147	5209
177363	5209
177807	1120
178408	6222
176808	51701
176071	6133
177481	6191
172978	1457
172486	2653
183902	2653
179246	26100
171792	1968
172479	28998
177217	51128
177853	8568
176011	6227
176006	6208
189679	26873
178458	389
172184	8394
13188172	5716
175895	51144
184934	51144
184337	51144
182292	51144
182291	51144
176677	5571
174144	547
171665	80119
179537	23708
179229	51116
171691	10239
3564910	11080
173384	5706
179096	10524
177254	9086
179940	51109
175079	10873
180548	64777
172587	10434
178184	246175
181944	58190
172891	1455
171935	4218
172097	85465
176373	143244
174367	143244
180492	23048
176812	23048
176920	54629
179897	10521
174431	10452
3565775	8528
175861	9397
180770	55361
190802	7328
175697	285527
171750	6155
3564807	5499
172679	5688
185357	51399
3565589	80167
174603	2597
174578	2597
180601	2597
3565504	2597
172855	144245
172901	6201
174072	6632
174295	10277
177571	95
177767	95
177769	95
177768	95
174371	6125
177213	55754
172250	6749
176052	6749
172648	10204
175786	6206
175270	11338
172313	6218
191751	374308
175455	23521
175847	1466
4363046	1576
175495	1576
183247	1576
183248	1576
185648	1576
187059	1576
178872	122622
174379	6154
176291	57030
174924	2997
179796	478
189575	27306
187615	27306
187537	27306
173841	27306
184364	27306
173842	27306
191347	27306
177883	27306
177886	27306
177884	27306
185410	27306
190226	27306
190224	27306
188915	27306
175008	27306
185407	27306
190230	27306
185409	27306
185408	27306
175010	27306
175009	27306
190228	27306
185411	27306
175166	27306
185412	27306
190223	27306
190225	27306
259481	27306
260015	27306
180088	27306
191412	27306
185299	27306
178771	27306
187645	27306
187817	27306
179726	23198
171767	6157
172627	54
175922	140735
3565030	80308
187789	55312
186914	158046
174048	158046
188643	158046
189019	158046
173182	158046
172811	158046
190187	158046
174582	158046
177168	158046
187389	158046
178525	158046
177228	158046
190242	256471
189080	256471
191349	256471
179018	256471
184466	256471
189037	256471
179602	256471
181028	256471
186432	256471
186546	256471
178644	256471
189149	256471
179281	256471
179280	256471
182889	256471
175512	83719
188742	100996758
188742	5540
182921	100996758
182921	5540
173876	5337
3565996	5160
177797	273
188041	27315
173319	7168
176814	7360
3565407	5567
174069	41
174245	79956
3565805	7813
174979	5303
179794	57475
177999	10840
180860	57089
177567	57089
177089	492
177004	492
177658	1163
178536	1977
181471	9024
175827	226
181644	1759
176327	6009
190219	23325
3564970	523
178017	6499
174233	998
176162	55197
178395	57719
173958	2525
178279	6136
176146	6144
175901	6207
172718	23673
175419	112714
187247	51123
176016	5634
177073	7334
174844	7167
180464	9470
183205	51030
174536	3738
184117	8970
175026	8970
185332	8970
175029	8970
175033	8970
191679	8970
179266	8970
180072	8970
191675	8970
179262	8970
191670	8970
179340	8970
186670	8970
186326	8970
186251	8970
178049	8970
179339	8338
172860	8338
175025	8338
175028	8338
191678	8338
191676	8338
259800	8338
180073	8338
175034	8338
191669	8338
177521	8338
179265	8338
178048	8338
178056	8338
186671	8338
179261	8338
184112	8338
181060	56180
189370	10715
175338	6210
174166	6165
175833	11014
181228	11014
178729	64757
176883	64757
180078	64757
177595	381
174235	5144
175832	8110
171763	5441
181724	387700
187995	387700
177632	8972
173848	8972
188512	8547
176639	9201
175683	100130097
173235	6160
179156	285440
175053	285440
180093	285440
178697	285440
177243	54205
179728	54205
177503	6202
179587	5395
175584	6189
174374	65095
180409	4363
180408	4363
171692	100526842
177365	6230
173346	1429
175801	375
177636	4676
171646	342538
176660	440093
181057	440093
172192	10813
172061	100529239
191680	8364
188357	100861540
174522	100861540
188361	100861540
184473	100861540
188360	100861540
188355	100861540
188359	100861540
188356	100861540
188362	100861540
184472	100861540
188358	100861540
181462	100861540
187068	100861540
174423	2023
173058	667
188313	2879
187542	2879
174050	23710
177934	55677
178050	8365
178055	8367
178066	8370
179233	121504
179267	8362
191677	8329
177522	8360
186250	8356
191672	8356
175030	8356
175031	8356
177628	8356
246024	8356
191673	8356
191668	8356
184200	8356
186325	8356
181821	8356
184804	8356
184113	8356
180074	8356
188792	8359
175027	8294
179936	5478
185538	10376
179813	280
175189	79612
172743	1938
176793	653269
175524	122011
174425	11105
191452	7355
190265	100132874
